Mean Temp,Max Temp,Min Temp
0.6291666666666668,5.3,-1.8
-1.1125,2.6,-8.6
-12.358333333333334,-9.5,-14.7
-6.541666666666667,-4.1,-10.0
-4.6,-1.7,-7.6
-16.295833333333334,-8.9,-20.3
-18.983333333333334,-15.1,-23.3
-14.0,-7.1,-19.2
-5.858333333333333,-0.6,-10.8
-9.116666666666667,3.7,-14.9
-10.170833333333333,-3.6,-18.0
0.041666666666666664,5.2,-7.4
-12.112499999999999,-3.9,-18.5
-14.833333333333334,-11.6,-18.5
-14.166666666666666,-8.0,-19.5
-2.8000000000000003,4.0,-13.2
2.5833333333333335,5.0,1.0
-3.733333333333333,0.5,-5.5
-6.229166666666667,-3.0,-11.2
-1.4791666666666667,0.7,-5.7
0.3208333333333333,2.3,-2.1
-0.9,1.5,-3.4
-14.416666666666666,-9.0,-17.3
-7.641666666666667,-3.7,-10.5
-7.925,-6.5,-10.1
-13.645833333333334,-7.6,-18.6
-6.75,-4.1,-9.9
-11.141666666666666,-9.0,-14.4
-5.0125,0.4,-8.7
-5.970833333333334,0.6,-9.0
-4.295833333333333,-0.2,-9.8
13.429166666666667,15.3,11.2
10.908333333333333,13.7,6.7
7.479166666666667,9.8,4.9
4.683333333333334,8.1,-0.2
5.020833333333333,9.8,-1.9
6.9750000000000005,10.0,4.4
13.479166666666666,17.8,8.5
6.466666666666666,9.8,1.6
8.025,12.5,1.1
14.058333333333335,19.3,8.9
12.654166666666667,13.8,11.2
14.683333333333332,18.8,11.1
13.370833333333332,18.1,10.2
10.895833333333334,12.7,9.2
10.204166666666667,14.6,6.4
8.125,13.1,4.2
7.679166666666667,12.2,1.9
9.333333333333334,13.5,4.1
13.020833333333334,21.1,6.7
12.983333333333334,14.6,11.7
11.325000000000001,13.1,9.5
12.795833333333334,16.6,9.2
15.362499999999999,19.3,11.0
16.545833333333334,20.9,13.6
11.641666666666666,15.0,7.8
14.058333333333332,17.0,11.3
17.325,20.7,13.7
11.391666666666666,16.8,8.6
7.675,10.5,5.3
7.704166666666667,12.0,2.4
10.304166666666667,15.0,4.3
7.441666666666666,8.4,5.5
2.45,5.6,-1.4
2.658333333333333,7.0,0.3
9.370833333333334,17.5,-0.3
4.675,14.8,-1.5
0.8250000000000001,5.2,-5.2
-0.7624999999999998,2.6,-4.3
0.0166666666666667,5.5,-6.7
-0.8250000000000001,2.8,-3.2
-0.8833333333333333,4.5,-6.4
-0.21666666666666654,6.2,-4.6
4.8500000000000005,5.9,3.7
0.9541666666666666,5.9,-3.6
2.6125000000000003,8.3,-1.9
4.883333333333334,12.1,-1.4
7.004166666666666,12.1,1.2
1.6166666666666665,7.5,-2.1
-3.3041666666666667,-1.8,-4.8
-3.891666666666667,-0.8,-7.3
-3.5416666666666665,0.5,-9.0
-1.1375,1.8,-4.0
-4.783333333333333,-0.8,-9.4
4.75,5.5,3.5
-10.904166666666667,-8.8,-13.6
2.9250000000000003,3.8,1.7
0.325,1.9,-3.2
-1.0416666666666667,2.6,-5.5
-0.5083333333333334,2.4,-4.3
1.2083333333333333,5.2,-1.4
1.1749999999999998,4.8,-5.4
-9.170833333333333,-4.7,-12.5
-0.00416666666666667,2.6,-5.0
-5.95,0.7,-9.1
-5.966666666666666,-2.7,-11.2
-2.0708333333333333,2.1,-6.4
1.0416666666666667,3.3,-4.3
-8.7875,-5.3,-10.7
-7.770833333333333,-3.1,-10.1
0.0375,2.3,-3.0
0.7916666666666666,1.4,0.1
0.7083333333333334,1.3,0.3
3.0583333333333336,8.2,-4.3
-0.49583333333333335,1.2,-1.9
1.3166666666666667,2.4,0.7
-3.591666666666667,1.2,-7.8
-7.920833333333333,-6.8,-9.0
-9.395833333333334,-7.5,-11.1
-9.674999999999999,-7.1,-11.3
-11.245833333333332,-9.6,-14.2
-5.833333333333333,-3.7,-9.8
-6.7749999999999995,-4.2,-10.9
-11.345833333333333,-8.5,-16.0
3.9583333333333335,8.1,1.2
-11.370833333333332,-9.1,-13.8
-5.604166666666667,0.2,-11.8
7.841666666666666,11.9,2.9
2.7291666666666665,9.5,-1.9
-2.7458333333333336,-0.9,-5.9
0.625,3.9,-3.3
1.925,3.2,0.8
-0.8083333333333332,1.9,-3.6
-5.279166666666667,-3.6,-6.8
0.13333333333333333,1.4,-1.0
-11.637500000000001,-1.4,-14.5
-14.220833333333333,-10.3,-16.9
-6.991666666666667,-3.4,-10.8
-5.983333333333333,2.3,-14.2
0.5750000000000001,2.2,-1.9
2.0708333333333333,3.7,0.7
2.2624999999999997,3.5,0.9
-0.14583333333333334,1.8,-3.9
-4.329166666666667,-1.6,-6.7
-6.933333333333334,-5.0,-8.9
-6.258333333333333,-1.8,-11.0
-1.5999999999999999,2.2,-6.2
2.720833333333333,6.1,0.5
1.2166666666666666,2.7,-1.0
-0.4791666666666667,1.1,-3.8
-2.35,1.0,-7.6
-9.3375,-6.8,-12.1
-7.454166666666667,-4.9,-9.8
-6.5125,-4.2,-10.0
-6.879166666666666,-2.9,-13.1
-7.154166666666666,-2.9,-12.6
-7.5125,-4.0,-11.6
-8.85,-1.5,-15.7
1.7833333333333332,3.3,-0.8
-4.929166666666666,1.9,-11.8
-7.120833333333334,-1.6,-14.0
-1.3291666666666666,2.7,-5.4
-4.3875,-2.7,-5.7
-3.7624999999999997,-1.6,-7.1
3.6916666666666664,10.9,-3.2
7.383333333333333,12.4,1.5
4.454166666666667,7.5,1.1
0.8083333333333335,2.2,-0.6
1.2583333333333333,4.0,-0.6
2.4791666666666665,4.3,0.6
5.308333333333334,10.5,-0.1
12.016666666666666,22.7,3.2
12.887500000000001,19.8,7.2
-4.016666666666667,0.5,-6.1
13.112499999999999,23.3,3.2
17.216666666666665,25.5,9.5
16.758333333333333,23.3,11.0
11.987499999999999,16.8,6.6
5.270833333333333,8.4,2.7
6.120833333333334,9.2,2.5
-0.4083333333333334,7.3,-4.0
-1.6333333333333335,2.8,-7.5
1.1791666666666667,4.4,-1.6
2.154166666666667,4.2,0.4
2.904166666666667,6.5,-0.6
0.2750000000000001,4.8,-5.1
3.3708333333333336,8.4,-0.9
-5.683333333333334,0.5,-11.1
-12.799999999999999,-9.5,-16.2
-9.375,-4.5,-15.3
2.1208333333333336,11.4,-5.7
8.441666666666666,12.7,0.8
-2.375,0.0,-5.0
2.2875,5.9,-1.5
5.679166666666667,8.8,4.0
5.833333333333333,11.0,0.7
7.616666666666667,12.4,3.1
9.083333333333334,16.1,1.2
11.075000000000001,15.9,5.4
14.8375,19.8,9.9
21.016666666666666,27.8,14.4
11.554166666666667,19.0,3.9
5.6375,10.4,-1.0
12.483333333333334,20.7,3.3
3.025,8.0,-1.8
7.979166666666667,12.5,6.1
5.016666666666667,6.4,1.6
3.670833333333333,6.5,0.6
3.9,5.9,1.1
7.158333333333334,8.9,5.4
6.533333333333334,9.8,4.4
7.316666666666666,11.4,2.6
2.4875000000000003,5.8,0.2
2.5083333333333333,7.7,-2.1
4.758333333333334,9.2,-0.1
4.433333333333334,10.9,-3.0
8.1625,12.9,-0.7
6.441666666666666,9.3,3.6
4.391666666666667,8.9,1.5
4.6875,9.3,-0.5
5.55,8.4,0.2
8.416666666666666,12.4,3.7
6.7375,9.0,4.8
9.4375,11.4,7.8
10.120833333333334,12.2,8.9
11.954166666666666,17.8,7.3
16.075,23.9,7.0
16.620833333333334,20.9,12.7
17.708333333333332,23.5,8.2
17.5125,20.7,15.4
16.816666666666666,23.4,11.5
11.770833333333334,15.8,6.0
14.808333333333332,20.9,7.7
19.6875,26.0,11.8
11.291666666666666,15.4,8.4
23.458333333333332,31.2,14.7
23.795833333333334,28.9,18.2
18.279166666666665,21.5,14.0
17.4875,22.3,11.8
21.71666666666667,28.1,12.6
23.1375,27.3,19.0
20.025000000000002,24.4,15.6
17.408333333333335,21.2,13.7
16.575,19.1,13.2
18.224999999999998,26.8,10.9
13.820833333333333,16.5,11.0
20.0125,23.7,15.9
15.883333333333333,18.9,12.5
14.320833333333333,17.4,10.2
10.741666666666667,16.0,5.2
11.954166666666666,16.6,6.2
14.924999999999999,21.0,4.6
12.645833333333334,16.1,10.9
15.154166666666667,19.2,11.9
16.474999999999998,20.2,9.5
21.391666666666666,26.8,12.4
24.05,30.1,17.5
20.3,24.7,17.9
18.820833333333333,22.2,14.6
18.783333333333335,22.9,12.3
20.220833333333335,25.0,13.0
20.5125,26.5,13.8
23.008333333333336,27.4,17.3
22.162499999999998,26.1,17.9
23.416666666666668,28.1,18.0
13.566666666666668,17.5,12.3
27.679166666666664,32.4,23.0
28.366666666666664,33.0,24.0
24.875,29.1,20.0
22.166666666666668,26.5,17.4
20.6125,27.3,14.0
17.270833333333332,20.2,15.0
16.05,17.6,15.3
17.925,21.1,15.2
21.929166666666664,27.2,17.2
25.075,31.1,18.8
15.433333333333332,19.6,12.0
24.22083333333333,29.9,20.5
13.408333333333333,16.5,11.0
16.775000000000002,22.6,10.7
16.645833333333332,21.3,11.0
17.7375,22.8,11.3
16.904166666666665,20.5,12.0
18.2375,23.9,10.0
22.420833333333334,25.4,19.1
21.65833333333333,27.0,16.4
21.90833333333333,27.8,13.1
24.9875,30.8,17.7
26.570833333333336,32.1,20.7
28.05,33.0,23.0
25.037499999999998,30.5,21.6
24.758333333333336,28.8,20.3
23.90833333333333,29.4,19.6
21.116666666666667,24.1,15.7
18.579166666666666,22.9,12.4
22.054166666666664,28.3,16.6
19.766666666666666,24.6,14.2
21.758333333333336,26.9,14.0
25.65416666666667,30.1,21.8
24.320833333333336,30.7,18.1
21.3625,24.5,18.0
20.204166666666666,24.8,13.8
20.64166666666667,21.9,18.6
21.458333333333332,26.6,15.9
22.325,26.7,17.4
22.675,27.8,16.6
22.325,27.5,14.3
24.325,29.9,17.9
24.40416666666667,28.9,19.4
22.570833333333336,28.4,19.1
21.275000000000002,25.8,15.8
25.09583333333333,30.5,19.1
25.316666666666666,29.1,22.2
20.825,24.5,16.3
19.1375,24.5,12.8
23.7,27.8,20.4
19.841666666666665,21.7,18.0
20.891666666666666,27.5,17.2
22.479166666666668,26.7,19.5
22.366666666666664,25.4,19.5
22.3875,25.7,19.5
21.766666666666666,25.7,18.8
22.004166666666666,27.0,16.6
21.608333333333334,24.9,17.6
17.995833333333334,22.0,14.8
19.070833333333333,24.5,12.8
25.650000000000002,30.0,21.3
19.666666666666668,25.2,14.5
19.55,23.7,14.6
21.879166666666666,25.8,17.6
22.537499999999998,27.0,18.5
23.070833333333336,27.9,16.4
25.275000000000002,31.1,20.2
25.662499999999998,30.4,20.9
23.75,27.1,21.4
20.820833333333333,25.4,13.9
18.383333333333333,24.7,10.5
25.129166666666666,29.2,22.0
21.849999999999998,28.5,15.1
22.870833333333334,25.6,19.7
26.650000000000002,32.8,20.2
25.78333333333333,31.1,23.1
20.754166666666666,23.0,16.6
22.849999999999998,28.7,16.6
22.691666666666666,28.3,16.8
21.72083333333333,24.2,19.8
20.154166666666665,24.3,16.0
13.275,17.8,9.3
15.533333333333333,21.5,6.9
20.583333333333332,27.3,13.1
22.0,28.4,14.9
20.474999999999998,27.3,15.3
14.025,16.6,7.9
11.833333333333334,16.7,4.9
17.629166666666666,25.2,10.1
17.745833333333334,20.4,16.1
10.641666666666667,14.5,8.0
19.375,25.6,13.0
13.5,19.3,7.2
15.887500000000001,19.3,13.1
16.258333333333333,18.5,15.1
12.1,16.0,7.2
11.5,16.6,5.7
15.229166666666666,19.2,11.2
15.466666666666667,20.0,11.9
10.495833333333334,15.1,5.1
11.487499999999999,16.7,5.1
11.549999999999999,13.1,9.8
21.34583333333333,28.0,13.4
11.35,12.2,10.3
22.03333333333333,25.6,20.2
22.645833333333332,27.0,17.6
23.241666666666664,28.2,19.5
21.3125,25.6,15.8
21.162499999999998,26.5,14.2
14.695833333333333,18.1,11.0
